array_path,enum_table,value,occurrence_count
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCEPTER BALLOON (NON-STRYKER),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCEPTER XC 4X11 BALLOON,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCEPTER XC BALLOON,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCEPTER XC BALLOON.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCIG-60 INFUSION PUMP AND SUPPLIES.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCITON PROFRACTIONAL LASER,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCOOPER RFN NEEDLE.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SCOPE, UNKNOWN MAKE AND MODEL",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCOPOLAMINE PATCH.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCR RACK 65-95 LNTH 3.5 LCK & CONCL SCR,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCR RACK 65-95 LNTH 3.5 LCK & CONCL SCR.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCRDRIVER SHAFT T4 W/COLOUR-MARKING F/HC.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCRDRIVER W/T-HANDLE W/SPHERIC-HEAD HEX,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCRDRIVER W/T-HANDLE W/SPHERIC-HEAD HEX.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCRDRIVER-HEX 5 FLEX CANN.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCREW DRIVERPN 00880300000SN UNKNOWN,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCREW-IN LEAD,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCREWDRIVER00880300000SN: UNK,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCREWDRIVERPNSN UNKNOWN,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS ADAPTERS (X2).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS ANCHOR,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS ANCHOR (2),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS ANCHOR (2).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS ANCHOR (X2),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS ANCHOR (X2).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS ANCHOR.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS ANCHORS (2),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS ANCHORS (X2),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS ANCHORSX2,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS ANCHORSX2.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS ANCHORX2,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS ANCHORX3,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS EXTENSION,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS EXTENSION (2X),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS EXTENSION (X2),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS EXTENSION (X2).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS EXTENSION.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS EXTENSIONS (X2),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS IPG,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS IPG (1),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS IPG (1).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS IPG(1),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS IPG(1).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS IPG.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD  (1),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD  (1.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD (1),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD (1).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD (2),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD (2).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD (2X),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD (2X).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD (3),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD (3).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD (3X),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD (4),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD (4).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD (X2),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD (X2).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD (X3),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD (X3).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD (X4),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD (X4).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD 2X,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD 2X.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD ANCHOR,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD ANCHOR (X2),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD ANCHOR (X2).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD EXTENSION,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD EXTENSION (X2).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD X (4),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD X 2.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD X2,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD X2.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD(1),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD(1).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD(2),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEAD.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEADS (X2),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEADS (X2).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEADS (X3),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEADS (X4),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEADSX2.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEADX2,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEADX2.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LEADX3,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS LED X2.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS PADDLE LEAD,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS PADDLE LEAD (1),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS PADDLE LEAD (1).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS PERCUTANEOUS LEAD (1),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS PERCUTANEOUS LEAD (1).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS PERCUTANEOUS LEAD (2),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCS PERCUTANEOUS LEAD (2).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCW-0961-046-15 / RSS 4.5MM STAR SCREW AND CAP 15M,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCW-0961-046-20 / RSS 4.5MM STAR SCREW AND CAP 20M,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SCW-0961-046-25 / RSS 4.5MM STAR SCREW AND CAP 25M,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SDX LEAD,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SDX.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEAM GUARD,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEASONIQ (BIRTH CONTROL),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEASONIQ BIRTH CONTROL,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SECOND CUFF: 72404130/502150006,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SECURACATH. THERAPY START DATE:,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEE H10 NARRATIVE,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEE H10 NARRATIVE.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEE H11,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEE H11 NARRATIVE,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEE H11 NARRATIVE.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEE H11.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEE H11..,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEE H11...,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEE H11....,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEE NOTES ON H11,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEEH11,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEEKMASTER0.035 SPY-DS-SPY-BITE.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SELEGILINE.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SELENIUM.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SELF CENT HIP 45X28 GRY,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SELF CENT HIP 45X28 GRY.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SELF CENT HIP 48X28 BRN.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SELF CENT HIP 56X28 BLU,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SELF CENT HIP 56X28 BLU.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEM-EVAC,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SEM-EVAC, AIRSEAL BIFURCATED",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SEM-EVAC, AIRSEAL BIFURCATED SMOKE EVAC",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SEM-EVAC, AIRSEAL.",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEMAGLUTIDE 1,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEMAGLUTIDE.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEMBIFY 10GM EVERY 7 DAYS - SUBCUTANEOUS.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEMGLEE.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEMICON BALLOON CATHETER.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SENNA DOCUSATE.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SENNA-DOCUSATE,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SENNA-DOCUSATE.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SENNOSIDE.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SENNOSIDES,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SENSATION SHORT THROW SNARE MED OVAL FLEXIBLE 27MM,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEPARGATE¿ BGC (HUNAN RUIKANGTONG),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEPNEE 710MM LARGE (SPN-710L) KR103087.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SERENASE,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SERENOA REPENS SUPPLEMENT.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEROQUEL ,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEROQUEL.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SERTRALINE,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SERTRALINE (SERTRALINE),",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SERTRALINE 25 MG. ,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SERTRALINE HCL,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SERTRALINE.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SERTRALINE. ,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SERVO VENTILATOR,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SET, ADMIN, CADD 21-7322-24 : LOT 4396136.",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SET, ADMIN, CADD, 94"", SPIKE, 0.2 FLTR, COILED TUB.",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SET, EXT, 60"" 0.2 MCRN FLTR 21-7052-24 LN: 443472",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SET, EXT, 60"" 0.2 MCRN FLTR 21-7052-24 LN: 4434723",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEVERE DRY EYE OINTMENT,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEVERE DRY EYE OINTMENT ,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SEVERE DRY EYE OINTMENT.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SFC-45 LOT #: UNK,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SFC-45 LOT #: UNK.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SFC-45, LOT# 1694935",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SFC-45, LOT# 1721558.",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SFC-45, LOT# 1721559.",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SFC-45, LOT# 1748674",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SFC-45, LOT# 1748674.",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SFC-45, LOT# 1750487",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SFC-45, LOT# 1761513.",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SFC-45, LOT# UNK",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SFC-45, LOT# UNK.",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SFC-45, LOT#: UNK.",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SHEATH (TERUMO).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SHEATH - UNKNOWN MANUFACTURER.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SHEATH 6FR45CM DESTINATION, TERUMO.",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SHEATH USED - CATAPULT,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SHEATH: 6F 45CM  TERUMO,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SHEATH: 7F COOK,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SHEATH: UNKNOWN.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SHEATHS,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SHOCKWAVE MEDICAL BALLOON,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SHORT 8F SHEATH.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SHORT STEM M 36.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SHOWER CHAIR W/BACK (B)(6) 2024,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIEMENS ARTIS CBCT SYSTEM,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIENTRA SMOOTH ROUND BREAST IMPLANTS,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIF-Q260 EVIS LUCERA SMALL INTESTINAL VIDEOSCOPE.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIG PS CEM FEM W/LUGS LT SZ5,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIG RP AOX CRV INS SZ5 10.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIG RP AOX STB INS SZ3 10,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIG RP AOX STB INS SZ3 10.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIG TIB CEM STM 13X60 2/2.5/3.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIGMA FEM ADAPTER 5 DEGREE,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIGMA FEM ADAPTER 5 DEGREE.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIGMA FEM ADAPTER NEUTRAL BOLT,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIGMA FEM ADAPTER NEUTRAL BOLT.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIGMA PS CEM FEM SZ2 L,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIGMA PS CEM FEM SZ3 L,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIGMA PS CEM FEM SZ3 R,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIGMA PS CEM FEM SZ3 R.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIGMA PS CEM FEM SZ4 L,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIGMA PS CEM FEM SZ4 L.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIGMA SPECTRUM INFUSION PUMP 2056165,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIGMA SPECTRUM INFUSION PUMP 2056279.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIGMA STAB GVF INS 3 12.5MM,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIGMA STAB GVF INS 4 10MM,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIGMA STAB XLK INS 4 12.5MM,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIGTIBCEMSTM 13X30 1.5/2/2.5/3,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SILDENAFIL,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SILDENAFIL (SILDENAFIL CITRATE),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SILDENAFIL CITRATE,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SILDENAFIL CITRATE ,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SILDENAFIL CITRATE 20MG.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SILDENAFIL CITRATE.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SILDENAFIL CITRATE. ,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SILDENAFIL.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SILODOSIN.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SILVER SNAKE MIDDLE CATHETER (NON-STRYKER).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIMETHICONE,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIMETHICONE.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIMPONI ARIA,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIMVASTATIN,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIMVASTATIN ,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIMVASTATIN 20 & 40MG TABLETS (ALTERNATE DOSES TO AVERAGE 30 MG DAILY DOSE),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SIMVASTATIN 20 MG (ONCE DAILY), ",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIMVASTATIN 20 MG (ONCE DAILY).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIMVASTATIN.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIMVASTATINE.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIMVASTIN.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SINGE USE BIOPSY FORCEPS, FB-433D, SN-UNK",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SINGE USE BIOPSY FORCEPS, FB-433D, SN-UNK,",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SINGE USE BIOPSY FORCEPS, FB-433D, SN-UNK.",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SINGLE USE ELECTROSURG HEMOSTATIC FORCEPS: LOT UNK,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SINGLE USE ELECTROSURGICAL KNIFE, KD-650L, SN-UNK",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SINGLE USE ELECTROSURGICAL KNIFE, KD-655U, SN-UNK",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SINGLE-FLARE TYPE STENT BY CENTURY MEDICAL.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SINGULAIR.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SINGULAIR. ,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SINGULAR 10 MG PO AT HS. ,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SINGULAR 40MG.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SINTROM.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SINUS MEDICATIONS.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SION GUIDE WIRE,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIROLIMUS.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SIRONIX TITANIUM ANCHOR,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SJM ATRIAL LEAD,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SJM RIGHT VENTRICULAR LEAD,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SL-10 MICROCATHETER (STRYKER),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SL-10® 90° MICROCATHETER (STRYKER),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SL-10® MICROCATHETER (STRYKER),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SL-10® MICROCATHETER (STRYKER).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SL0 SHEATH (ABBOTT),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SLEEVES,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment," SLPLUS INTGR MIASTM LAT.W.TI/HA1:75000186, (B)(6)",-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SLR.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SLYND,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SLYND.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SMALL PART KIT,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SMART TOUCH ABLATION CATHETER,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SMARTABLATE,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SMARTABLATE GEN. KIT (JAPAN),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SMARTABLATE GEN. KIT (JAPAN).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SMARTABLATE GENERATOR,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SMARTABLATE GENERATOR KIT-US,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SMARTABLATE GENERATOR KIT-US.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SMARTABLATE GENERATOR KIT-WW,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SMARTABLATE GENERATOR KIT-WW.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SMARTABLATE GENERATOR.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SMARTABLATE IRR TUBE SET,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SMARTABLATE IRR TUBE SET.,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SMARTABLATE PUMP,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SMARTABLATE PUMP KIT (JAPAN),-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SMARTABLATE PUMP KIT (JAPAN).,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SMARTABLATE PUMP KIT-US,-
event.patient[0].sequence_number_treatment,event_patient_sequence_number_treatment, SMARTABLATE PUMP KIT-US.,-
